"","MFE","peak_type","peak_type_2"
"694",-10.9,"annotated no peak","annotated"
"695",-7,"annotated peak","annotated"
"696",-14.6,"annotated no peak","annotated"
"697",-12.8,"annotated peak","annotated"
"698",-3.1,"annotated peak","annotated"
"699",-2,"annotated peak","annotated"
"700",-3.9,"annotated peak","annotated"
"701",-7.5,"annotated no peak","annotated"
"702",-1.4,"annotated peak","annotated"
"703",-3.5,"annotated no peak","annotated"
"704",-3.5,"annotated no peak","annotated"
"705",-5.1,"annotated no peak","annotated"
"706",-8.3,"annotated peak","annotated"
"707",-3.8,"annotated peak","annotated"
"708",-7.1,"annotated no peak","annotated"
"709",-3.7,"annotated peak","annotated"
"710",-4.6,"annotated peak","annotated"
"711",-7.6,"annotated peak","annotated"
"712",-5.3,"annotated peak","annotated"
"713",-3.4,"annotated peak","annotated"
"714",-4.7,"annotated no peak","annotated"
"715",-7.3,"annotated peak","annotated"
"716",-4.8,"annotated peak","annotated"
"717",-7.5,"annotated peak","annotated"
"718",-5.7,"annotated peak","annotated"
"719",-5.7,"annotated peak","annotated"
"720",-2,"annotated peak","annotated"
"721",-9.7,"annotated no peak","annotated"
"722",-3.4,"annotated peak","annotated"
"723",-4.1,"annotated peak","annotated"
"724",-5.3,"annotated peak","annotated"
"725",-1.9,"annotated peak","annotated"
"726",-2.1,"annotated peak","annotated"
"727",-10.9,"annotated peak","annotated"
"728",-4.2,"annotated peak","annotated"
"729",-4.5,"annotated no peak","annotated"
"730",-1.8,"annotated peak","annotated"
"731",-8.2,"annotated peak","annotated"
"732",-5.6,"annotated peak","annotated"
"733",-6,"annotated peak","annotated"
"734",-6.2,"annotated no peak","annotated"
"735",-5.8,"annotated peak","annotated"
"736",-7.3,"annotated no peak","annotated"
"737",-7.1,"annotated peak","annotated"
"738",-6.2,"annotated peak","annotated"
"739",-8.2,"annotated peak","annotated"
"740",-0.7,"annotated peak","annotated"
"741",-8.5,"annotated peak","annotated"
"742",-6.4,"annotated peak","annotated"
"743",-10.2,"annotated peak","annotated"
"744",-5.9,"annotated peak","annotated"
"745",-2.4,"annotated peak","annotated"
"746",-4.3,"annotated peak","annotated"
"747",-2.6,"annotated peak","annotated"
"748",-5.5,"annotated peak","annotated"
"749",-3.9,"annotated peak","annotated"
"750",-4.4,"annotated peak","annotated"
"751",-6.1,"annotated peak","annotated"
"752",-5.8,"annotated peak","annotated"
"753",-5.4,"annotated no peak","annotated"
"754",-7.2,"annotated peak","annotated"
"755",-7.3,"annotated peak","annotated"
"756",-5.7,"annotated no peak","annotated"
"757",-11.6,"annotated no peak","annotated"
"758",-4.1,"annotated peak","annotated"
"759",-6.6,"annotated peak","annotated"
"760",-7.1,"annotated peak","annotated"
"761",-4.5,"annotated no peak","annotated"
"762",-2.2,"annotated peak","annotated"
"763",-8.9,"annotated peak","annotated"
"764",-4.2,"annotated peak","annotated"
"765",-8.8,"annotated peak","annotated"
"766",-3.3,"annotated no peak","annotated"
"767",-6.6,"annotated peak","annotated"
"768",-7.9,"annotated no peak","annotated"
"769",-11.2,"annotated no peak","annotated"
"770",-5.6,"annotated peak","annotated"
"771",-3.4,"annotated peak","annotated"
"772",-9,"annotated no peak","annotated"
"773",-7.4,"annotated peak","annotated"
"774",-4.6,"annotated peak","annotated"
"775",-2.3,"annotated peak","annotated"
"776",-4.5,"annotated peak","annotated"
"777",-11.1,"annotated no peak","annotated"
"778",-9,"annotated peak","annotated"
"779",-2,"annotated peak","annotated"
"780",-8.8,"annotated no peak","annotated"
"781",-2.3,"annotated peak","annotated"
"782",-4.8,"annotated no peak","annotated"
"783",-7.3,"annotated peak","annotated"
"784",-5.7,"annotated peak","annotated"
"785",-4,"annotated peak","annotated"
"786",-12.6,"annotated no peak","annotated"
"787",-5.5,"annotated peak","annotated"
"788",-4,"annotated no peak","annotated"
"789",-7,"annotated no peak","annotated"
"790",-4.2,"annotated no peak","annotated"
"791",-7,"annotated no peak","annotated"
"792",-5.2,"annotated peak","annotated"
"793",-4.4,"annotated peak","annotated"
"794",0,"annotated peak","annotated"
"795",-7.2,"annotated peak","annotated"
"796",-6.2,"annotated no peak","annotated"
"797",-1,"annotated peak","annotated"
"798",-2.8,"annotated no peak","annotated"
"799",-3.6,"annotated no peak","annotated"
"800",-6.7,"annotated peak","annotated"
"801",-6.1,"annotated no peak","annotated"
"802",-3,"annotated peak","annotated"
"803",-3.6,"annotated peak","annotated"
"804",-4.8,"annotated peak","annotated"
"805",-3.7,"annotated peak","annotated"
"806",-4.3,"annotated peak","annotated"
"807",-7.6,"annotated no peak","annotated"
"808",-6.5,"annotated peak","annotated"
"809",-7.1,"annotated peak","annotated"
"810",-7.6,"annotated no peak","annotated"
"811",-4.8,"annotated no peak","annotated"
"812",-3.8,"annotated peak","annotated"
"813",-6.9,"annotated peak","annotated"
"814",-4.7,"annotated peak","annotated"
"815",-6.4,"annotated peak","annotated"
"816",-4,"annotated peak","annotated"
"817",-3.8,"annotated peak","annotated"
"818",-8.4,"annotated no peak","annotated"
"819",-7.4,"annotated peak","annotated"
"820",-5.5,"annotated no peak","annotated"
"821",-9.7,"annotated no peak","annotated"
"822",-6,"annotated peak","annotated"
"823",-6.8,"annotated peak","annotated"
"824",-1.5,"annotated peak","annotated"
"825",-4.4,"annotated peak","annotated"
"826",-6,"annotated peak","annotated"
"827",-1.5,"annotated peak","annotated"
"828",-5.7,"annotated peak","annotated"
"829",-5.5,"annotated peak","annotated"
"830",-7.6,"annotated peak","annotated"
"831",-3.4,"annotated no peak","annotated"
"832",-3.8,"annotated peak","annotated"
"833",-3.9,"annotated peak","annotated"
"834",-5,"annotated peak","annotated"
"835",-4.7,"annotated peak","annotated"
"836",-3.1,"annotated peak","annotated"
"837",-1.3,"annotated no peak","annotated"
"838",-3.3,"annotated peak","annotated"
"839",-4.6,"annotated no peak","annotated"
"840",-5.6,"annotated peak","annotated"
"841",-3.4,"annotated peak","annotated"
"842",-9,"annotated peak","annotated"
"843",-0.5,"annotated peak","annotated"
"844",-7.4,"annotated peak","annotated"
"845",-4.5,"annotated peak","annotated"
"846",-4.1,"annotated no peak","annotated"
"847",-7.9,"annotated peak","annotated"
"848",-6.1,"annotated peak","annotated"
"849",-6.7,"annotated peak","annotated"
"850",-17.6,"annotated no peak","annotated"
"851",-7.4,"annotated no peak","annotated"
"852",-2.5,"annotated peak","annotated"
"853",-6.1,"annotated no peak","annotated"
"854",-2.2,"annotated peak","annotated"
"855",-1.4,"annotated peak","annotated"
"856",-2.9,"annotated no peak","annotated"
"857",-6,"annotated peak","annotated"
"858",-3.1,"annotated peak","annotated"
"859",-8.6,"annotated no peak","annotated"
"860",-4.2,"annotated peak","annotated"
"861",-14.8,"annotated no peak","annotated"
"862",-10.3,"annotated peak","annotated"
"863",-6.6,"annotated peak","annotated"
"864",-10.5,"annotated peak","annotated"
"865",-4.5,"annotated peak","annotated"
"866",-3.4,"annotated peak","annotated"
"867",-2.8,"annotated peak","annotated"
"868",-8,"annotated peak","annotated"
"869",-9.7,"annotated no peak","annotated"
"870",-1,"annotated peak","annotated"
"871",-7.8,"annotated no peak","annotated"
"872",-2.7,"annotated peak","annotated"
"873",-3.3,"annotated peak","annotated"
"874",-7.3,"annotated peak","annotated"
"875",-5.1,"annotated peak","annotated"
"876",-9.7,"annotated peak","annotated"
"877",-5.8,"annotated peak","annotated"
"878",-3,"annotated peak","annotated"
"879",-10,"annotated peak","annotated"
"880",0,"annotated peak","annotated"
"881",-8.4,"annotated no peak","annotated"
"882",-2.8,"annotated peak","annotated"
"883",-4.9,"annotated peak","annotated"
"884",-3.4,"annotated peak","annotated"
"885",-6.4,"annotated peak","annotated"
"886",-8,"annotated peak","annotated"
"887",-11.9,"annotated peak","annotated"
"888",-6.4,"annotated peak","annotated"
"889",-2.1,"annotated no peak","annotated"
"890",-6.8,"annotated peak","annotated"
"891",-5.3,"annotated peak","annotated"
"892",-5.9,"annotated peak","annotated"
"893",-9.7,"annotated peak","annotated"
"894",-4.2,"annotated peak","annotated"
"895",-6.7,"annotated peak","annotated"
"896",-3,"annotated no peak","annotated"
"897",-4.7,"annotated peak","annotated"
"898",-3,"annotated peak","annotated"
"899",-4.6,"annotated peak","annotated"
"900",-1.8,"annotated peak","annotated"
"901",-6.8,"annotated peak","annotated"
"902",-2.6,"annotated no peak","annotated"
"903",-5.6,"annotated peak","annotated"
"904",-14.2,"annotated no peak","annotated"
"905",-4.9,"annotated peak","annotated"
"906",-4.5,"annotated no peak","annotated"
"907",-23.5,"annotated no peak","annotated"
"908",-8.8,"annotated peak","annotated"
"909",-10.2,"annotated no peak","annotated"
"910",-10.1,"annotated peak","annotated"
"911",-6.8,"annotated peak","annotated"
"912",-7.8,"annotated peak","annotated"
"913",-2.8,"annotated peak","annotated"
"914",-8.3,"annotated peak","annotated"
"915",-2.6,"annotated peak","annotated"
"916",-5.4,"annotated peak","annotated"
"917",-2,"annotated peak","annotated"
"918",-5.6,"annotated peak","annotated"
"919",-4.3,"annotated no peak","annotated"
"920",-2,"annotated peak","annotated"
"921",-2.5,"annotated peak","annotated"
"922",-8.1,"annotated no peak","annotated"
"923",-3.3,"annotated no peak","annotated"
"924",-8.1,"annotated peak","annotated"
"925",-3.8,"annotated peak","annotated"
"926",-4.2,"annotated peak","annotated"
"927",-5.7,"annotated no peak","annotated"
"928",-1.4,"annotated peak","annotated"
"929",-0.3,"annotated peak","annotated"
"930",-2.1,"annotated peak","annotated"
"931",-5.2,"annotated peak","annotated"
"932",-8.1,"annotated no peak","annotated"
"933",-1.5,"annotated peak","annotated"
"934",-5.3,"annotated peak","annotated"
"935",-2.9,"annotated no peak","annotated"
"936",-6.7,"annotated no peak","annotated"
"937",-5.6,"annotated no peak","annotated"
"938",-5.5,"annotated peak","annotated"
"939",-4,"annotated peak","annotated"
"940",-7.2,"annotated peak","annotated"
"941",-7.2,"annotated peak","annotated"
"942",-4.9,"annotated peak","annotated"
"943",-5.1,"annotated peak","annotated"
"944",-0.5,"annotated peak","annotated"
"945",-1.4,"annotated peak","annotated"
"946",0,"annotated peak","annotated"
"947",-2.8,"annotated peak","annotated"
"948",-2.9,"annotated peak","annotated"
"949",-5.1,"annotated peak","annotated"
"950",-2,"annotated no peak","annotated"
"951",-2.5,"annotated no peak","annotated"
"952",-5.7,"annotated peak","annotated"
"953",-4.2,"annotated peak","annotated"
"954",-6.3,"annotated peak","annotated"
"955",-9.2,"annotated no peak","annotated"
"956",-0.1,"annotated peak","annotated"
"957",-8,"annotated peak","annotated"
"958",-2.2,"annotated peak","annotated"
"959",-5.9,"annotated peak","annotated"
"960",-5.8,"annotated peak","annotated"
"961",-6.1,"annotated peak","annotated"
"962",-9.3,"annotated peak","annotated"
"963",-4.5,"annotated peak","annotated"
"964",-2.2,"annotated peak","annotated"
"965",-3.7,"annotated peak","annotated"
"966",-3.9,"annotated peak","annotated"
"967",-10.4,"annotated no peak","annotated"
"968",-6.7,"annotated peak","annotated"
"969",-3.5,"annotated peak","annotated"
"970",-4.2,"annotated peak","annotated"
"971",-5.2,"annotated no peak","annotated"
"972",-1.4,"annotated no peak","annotated"
"973",-3,"annotated no peak","annotated"
"974",-1.8,"annotated peak","annotated"
"975",-3.9,"annotated peak","annotated"
"976",-1.8,"annotated no peak","annotated"
"977",-4.5,"annotated no peak","annotated"
"978",-1.4,"annotated peak","annotated"
"979",-3.3,"annotated no peak","annotated"
"980",-8.6,"annotated no peak","annotated"
"981",-2.8,"annotated no peak","annotated"
"982",-1.2,"annotated peak","annotated"
"983",-7.8,"annotated no peak","annotated"
"984",-5.3,"annotated peak","annotated"
"985",-4.6,"annotated peak","annotated"
"986",-2,"annotated no peak","annotated"
"987",-14.6,"annotated no peak","annotated"
"988",-3.2,"annotated peak","annotated"
"989",-5,"annotated peak","annotated"
"990",-1.2,"annotated peak","annotated"
"991",-7.1,"annotated no peak","annotated"
"992",-5.1,"annotated peak","annotated"
"993",-5.2,"annotated peak","annotated"
"994",-3,"annotated no peak","annotated"
"995",-0.7,"annotated peak","annotated"
"996",-7.7,"annotated peak","annotated"
"997",-5.5,"annotated peak","annotated"
"998",-7.5,"annotated peak","annotated"
"999",-7.7,"annotated peak","annotated"
"1000",-7.4,"annotated peak","annotated"
"1001",-4.8,"annotated peak","annotated"
"1002",-8.7,"annotated no peak","annotated"
"1003",-3.3,"annotated peak","annotated"
"1004",-9.1,"annotated no peak","annotated"
"1005",-6.9,"annotated no peak","annotated"
"1006",-9,"annotated peak","annotated"
"1007",-7.8,"annotated peak","annotated"
"1008",-4.2,"annotated peak","annotated"
"1009",-6.4,"annotated no peak","annotated"
"1010",-5.6,"annotated no peak","annotated"
"1011",-3.2,"annotated peak","annotated"
"1012",-7.6,"annotated peak","annotated"
"1013",-12.7,"annotated peak","annotated"
"1014",-8.1,"annotated peak","annotated"
"1015",-1.1,"annotated peak","annotated"
"1016",-2.5,"annotated peak","annotated"
"1017",-3.9,"annotated peak","annotated"
"1018",-6.8,"annotated peak","annotated"
"1019",-13.9,"annotated no peak","annotated"
"1020",-9,"annotated no peak","annotated"
"1021",-17.2,"annotated no peak","annotated"
"1022",-6.4,"annotated peak","annotated"
"1023",-2,"annotated peak","annotated"
"1024",-13.3,"annotated no peak","annotated"
"1025",-0.8,"annotated peak","annotated"
"1026",-12.9,"annotated no peak","annotated"
"1027",-5.5,"annotated peak","annotated"
"1028",-5.8,"annotated peak","annotated"
"1029",-10.3,"annotated no peak","annotated"
"1030",-2.5,"annotated no peak","annotated"
"1031",-4.3,"annotated peak","annotated"
"1032",-4.9,"annotated peak","annotated"
"1033",-4.4,"annotated peak","annotated"
"1034",-4.3,"annotated no peak","annotated"
"1035",-5.7,"annotated peak","annotated"
"1036",-9.8,"annotated no peak","annotated"
"1037",0,"annotated peak","annotated"
"1038",-2.1,"annotated peak","annotated"
"1039",-4.5,"annotated peak","annotated"
"1040",-6,"annotated peak","annotated"
"1041",-5.4,"annotated peak","annotated"
"1042",-11,"annotated no peak","annotated"
"1043",-3.5,"annotated peak","annotated"
"1044",-4.2,"annotated no peak","annotated"
"1045",-3.2,"annotated peak","annotated"
"1046",-5.6,"annotated no peak","annotated"
"1047",-14.5,"annotated no peak","annotated"
"1048",-4.5,"annotated peak","annotated"
"1049",-3.4,"annotated peak","annotated"
"1050",-3.2,"annotated peak","annotated"
"1051",-2.8,"annotated peak","annotated"
"1052",-3.5,"annotated peak","annotated"
"1053",-7,"annotated peak","annotated"
"1054",-9.7,"annotated peak","annotated"
"1055",-2.2,"annotated peak","annotated"
"1056",-5,"annotated no peak","annotated"
"1057",-4.3,"annotated peak","annotated"
"1058",-5.3,"annotated peak","annotated"
"1059",-12.2,"annotated no peak","annotated"
"1060",-4.4,"annotated peak","annotated"
"1061",-3.6,"annotated peak","annotated"
"1062",-7.2,"annotated peak","annotated"
"1063",-4.2,"annotated peak","annotated"
"1064",-4.4,"annotated peak","annotated"
"1065",-4,"annotated peak","annotated"
"1066",-5.9,"annotated peak","annotated"
"1067",-3.5,"annotated peak","annotated"
"1068",-3.1,"annotated no peak","annotated"
"1069",-9.6,"annotated peak","annotated"
"1070",-7.4,"annotated peak","annotated"
"1071",-6.1,"annotated peak","annotated"
"1072",-5.7,"annotated peak","annotated"
"1073",-2.9,"annotated peak","annotated"
"1074",-10.8,"annotated no peak","annotated"
"1075",-7.5,"annotated no peak","annotated"
"1076",-0.3,"annotated no peak","annotated"
"1077",-2.9,"annotated no peak","annotated"
"1078",-8.1,"annotated peak","annotated"
"1079",-6,"annotated no peak","annotated"
"1080",-4.2,"annotated peak","annotated"
"1081",-3.2,"annotated peak","annotated"
"1082",-3.7,"annotated peak","annotated"
"1083",-5.5,"annotated peak","annotated"
"1084",-7.5,"annotated peak","annotated"
"1085",-5.6,"annotated peak","annotated"
"1086",-4.8,"annotated no peak","annotated"
"1087",-4,"annotated peak","annotated"
"1088",-8.4,"annotated no peak","annotated"
"1089",-4.2,"annotated peak","annotated"
"1090",-4.7,"annotated peak","annotated"
"1091",0,"annotated no peak","annotated"
"1092",-6.6,"annotated peak","annotated"
"1093",-5.6,"annotated peak","annotated"
"1094",-3,"annotated peak","annotated"
"1095",-10,"annotated no peak","annotated"
"1096",-2.1,"annotated peak","annotated"
"1097",-8.6,"annotated peak","annotated"
"1098",-5,"annotated peak","annotated"
"1099",-5.3,"annotated peak","annotated"
"1100",-7.5,"annotated no peak","annotated"
"1101",-4.6,"annotated peak","annotated"
